X,Depth,Resistivity,Conductivity
231.25,3.75,39.46,0.0253
233.75,3.75,39.65,0.0252
236.25,3.75,41.19,0.0243
238.75,3.75,41.25,0.0242
241.25,3.75,41.21,0.0243
243.75,3.75,40.66,0.0246
246.25,3.75,40.17,0.0249
248.75,3.75,39.5,0.0253
251.25,3.75,37.94,0.0264
253.75,3.75,36.89,0.0271
256.25,3.75,36.48,0.0274
258.75,3.75,34.65,0.0289
261.25,3.75,34.46,0.029
263.75,3.75,34.45,0.029
266.25,3.75,34.91,0.0286
268.75,3.75,35.94,0.0278
271.25,3.75,36.05,0.0277
273.75,3.75,30.43,0.0329
276.25,3.75,26.39,0.0379
278.75,3.75,26.5,0.0377
281.25,3.75,35.05,0.0285
283.75,3.75,36.48,0.0274
286.25,3.75,36.48,0.0274
288.75,3.75,36.26,0.0276
291.25,3.75,35.45,0.0282
293.75,3.75,34.6,0.0289
296.25,3.75,34.46,0.029
298.75,3.75,34.4,0.0291
301.25,3.75,34.37,0.0291
303.75,3.75,34.41,0.0291
306.25,3.75,34.63,0.0289
308.75,3.75,34.99,0.0286
311.25,3.75,35.02,0.0286
313.75,3.75,34.98,0.0286
316.25,3.75,34.72,0.0288
318.75,3.75,31.33,0.0319
321.25,3.75,30.39,0.0329
323.75,3.75,30.4,0.0329
326.25,3.75,32.18,0.0311
328.75,3.75,33.65,0.0297
331.25,3.75,33.62,0.0297
333.75,3.75,33.54,0.0298
336.25,3.75,33.53,0.0298
338.75,3.75,33.57,0.0298
341.25,3.75,33.58,0.0298
343.75,3.75,33.56,0.0298
346.25,3.75,33.63,0.0297
348.75,3.75,34.86,0.0287
351.25,3.75,35.51,0.0282
353.75,3.75,35.51,0.0282
356.25,3.75,35.37,0.0283
358.75,3.75,34.78,0.0288
361.25,3.75,34.45,0.029
363.75,3.75,34.5,0.029
366.25,3.75,34.62,0.0289
368.75,3.75,34.8,0.0287
371.25,3.75,34.93,0.0286
373.75,3.75,35,0.0286
376.25,3.75,35.07,0.0285
378.75,3.75,36.59,0.0273
381.25,3.75,36.67,0.0273
383.75,3.75,36.38,0.0275
386.25,3.75,33.61,0.0298
388.75,3.75,28.92,0.0346
391.25,3.75,28.84,0.0347
393.75,3.75,28.82,0.0347
396.25,3.75,28.86,0.0347
398.75,3.75,29.14,0.0343
401.25,3.75,30.21,0.0331
403.75,3.75,30.28,0.033
406.25,3.75,30.28,0.033
408.75,3.75,30.38,0.0329
411.25,3.75,30.76,0.0325
413.75,3.75,30.9,0.0324
416.25,3.75,30.9,0.0324
418.75,3.75,30.89,0.0324
421.25,3.75,30.8,0.0325
423.75,3.75,29.3,0.0341
426.25,3.75,28.72,0.0348
428.75,3.75,28.5,0.0351
431.25,3.75,28.14,0.0355
433.75,3.75,28.05,0.0357
436.25,3.75,28.68,0.0349
438.75,3.75,31.56,0.0317
441.25,3.75,31.55,0.0317
443.75,3.75,30.92,0.0323
446.25,3.75,30.59,0.0327
448.75,3.75,30.61,0.0327
451.25,3.75,31.08,0.0322
453.75,3.75,31.17,0.0321
456.25,3.75,31.17,0.0321
458.75,3.75,31.15,0.0321
461.25,3.75,31.17,0.0321
463.75,3.75,31.81,0.0314
