X,Elevation,Resistivity,Conductivity
1876.25,210.29,19.3,0.0518
1878.75,210.31,19.25,0.052
1881.25,210.33,19.39,0.0516
1883.75,210.36,19.25,0.0519
1886.25,210.38,20.62,0.0485
1888.75,210.4,20.12,0.0497
1891.25,210.42,21.65,0.0462
1893.75,210.45,21.6,0.0463
1896.25,210.47,21.75,0.046
1898.75,210.49,24.39,0.041
1901.25,210.52,21.69,0.0461
1903.75,210.54,22.18,0.0451
1906.25,210.57,24.65,0.0406
1908.75,210.59,24.49,0.0408
1911.25,210.62,23.74,0.0421
1913.75,210.65,36.27,0.0276
1916.25,210.68,28.64,0.0349
1918.75,210.73,32.62,0.0307
1921.25,210.78,30.31,0.033
1923.75,210.83,52.75,0.019
1926.25,210.88,35.05,0.0285
1928.75,210.93,34.27,0.0292
1931.25,210.99,34.01,0.0294
1933.75,211.04,34.01,0.0294
1936.25,211.09,31.74,0.0315
1938.75,211.14,25.99,0.0385
1941.25,211.2,26.01,0.0384
1943.75,211.25,26.4,0.0379
1946.25,211.3,49.88,0.02
1948.75,211.35,35.08,0.0285
1951.25,211.41,33.95,0.0295
1953.75,211.46,52.81,0.0189
1956.25,211.51,58.29,0.0172
1958.75,211.56,50.7,0.0197
1961.25,211.62,54.91,0.0182
1963.75,211.67,64.84,0.0154
1966.25,211.72,58.04,0.0172
1968.75,211.77,57.93,0.0173
1971.25,211.83,85.64,0.0117
1973.75,211.88,83.76,0.0119
1976.25,211.93,90.75,0.011
1978.75,211.98,67,0.0149
1981.25,212.04,71.54,0.014
1983.75,212.09,72.02,0.0139
1986.25,212.14,58.21,0.0172
1988.75,212.19,53.47,0.0187
1991.25,212.24,72.93,0.0137
1993.75,212.3,36.91,0.0271
1996.25,212.35,35.6,0.0281
1998.75,212.4,39.97,0.025
2001.25,212.45,20.6,0.0486
2003.75,212.5,53.35,0.0187
